onet_soc_code,task_id,task_statement
25-2056.00,22368,Establish and enforce rules for behavior and procedures for maintaining order among students.
25-2056.00,22386,"Provide assistive devices, supportive technology, or assistance accessing facilities, such as restrooms."
25-2056.00,22364,Coordinate placement of students with special needs into mainstream classes.
25-2056.00,22378,"Observe and evaluate students' performance, behavior, social development, and physical health."
25-2056.00,22366,Encourage students to explore learning opportunities or persevere with challenging tasks to prepare them for later grades.
25-2056.00,22363,"Confer with parents, administrators, testing specialists, social workers, or other professionals to develop individual educational plans (IEPs) for students' educational, physical, or social development."
25-2056.00,22375,"Meet with parents or guardians to discuss their children's progress, advise them on using community resources, or teach skills for dealing with students' impairments."
25-2056.00,22377,Monitor teachers or teacher assistants to ensure adherence to special education program requirements.
25-2056.00,22388,"Teach students personal development skills, such as goal setting, independence, or self-advocacy."
25-2056.00,22367,"Establish and communicate clear objectives for all lessons, units, and projects to students."
25-2056.00,22369,"Guide or counsel students with adjustment problems, academic problems, or special academic interests."
25-2056.00,22381,"Plan or conduct activities for a balanced program of instruction, demonstration, and work time that provides students with opportunities to observe, question, and investigate."
25-2056.00,22384,"Prepare objectives, outlines, or other materials for courses of study, following curriculum guidelines or school or state requirements."
25-2056.00,22372,"Instruct students in daily living skills required for independent maintenance and self-sufficiency, such as hygiene, safety, or food preparation."
25-2056.00,22361,"Collaborate with other teachers or administrators to develop, evaluate, or revise elementary school programs."
25-2056.00,22362,"Confer with other staff members to plan or schedule lessons promoting learning, following approved curricula."
25-2056.00,22370,Instruct and monitor students in the use and care of equipment or materials to prevent injuries and damage.
25-2056.00,22385,"Prepare, administer, or grade tests or assignments to evaluate students' progress."
25-2056.00,22379,Organize and display students' work in a manner appropriate for their perceptual skills.
25-2056.00,22360,"Attend professional meetings, educational conferences, or teacher training workshops to maintain or improve professional competence."
25-2056.00,22373,Interpret the results of standardized tests to determine students' strengths and areas of need.
25-2056.00,22380,"Organize and supervise games or other recreational activities to promote physical, mental, or social development."
25-2056.00,22359,Administer standardized ability and achievement tests to elementary students with special needs.
25-2056.00,22382,"Plan or supervise experiential learning activities, such as class projects, field trips, demonstrations, or visits by guest speakers."
25-2057.00,21063,Develop or write Individualized Education Programs (IEPs) for students.
25-2057.00,6744,Establish and enforce rules for behavior and policies and procedures to maintain order among students.
25-2057.00,6748,Develop and implement strategies to meet the needs of students with a variety of handicapping conditions.
